PWSName,RegistryID,PWSId,CitiesServed,StateCode,CountiesServed,PWSTypeCode,PrimarySourceCode,PopulationServedCount,QtrsWithVio,SeriousViolator,HealthFlag,RulesVio3yr,Viopaccr,Vioremain,Ifea,Feas,SDWAContaminantsInViol3yr,PbAle,CuAle,DFR URL,cons_demo.COUNTY,cons_demo.ACSTOTPOP,cons_demo.ACSIPOVBAS,cons_demo.25ABOVE,cons_demo.PCT_25ABOVE,cons_demo.PEOPCOLOR,cons_demo.PCT_PEOPCOLOR,cons_demo.LOWINCOME,cons_demo.PCT_LOWINCOME,cons_demo.LESSHS,cons_demo.PCT_LESSHS,cons_demo.LINGISO,cons_demo.PCT_LINGISO,cons_demo.UNDER5,cons_demo.PCT_UNDER5,cons_demo.OVER64,cons_demo.PCT_OVER64,cons_demo.AREALAND,cons_demo.AREAWATER
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2040=Picloram,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2041=Dinoseb,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2042=Hexachlorocyclopentadiene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2046=Carbofuran,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2050=Atrazine,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2051=LASSO,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2065=Heptachlor,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2067=Heptachlor epoxide,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,," 2105=2,4-D",,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,," 2110=2,4,5-TP",,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2274=HEXACHLOROBENZENE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2306=Benzo(a)pyrene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2326=Pentachlorophenol,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2383=Total Polychlorinated Biphenyls (PCB),,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,," 2931=1,2-DIBROMO-3-CHLOROPROPANE",,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2946=ETHYLENE DIBROMIDE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRISCO CITY WATER SYSTEM,110012984360,AL0001047,FRISCO CITY,AL,Monroe,CWS,GW,2100,9,No,No,1,1,0,1,, 2959=Chlordane,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001047&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
FRUITDALE WATER SYSTEM,110013245853,AL0001360,CHATOM,AL,Washington,CWS,GWP,1746,1,No,No,1,1,0,1,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001360&sys=SDWIS,Washington,15574,15441,10831,0.695453962,5433,0.348850649,6528,0.422770546,1498,0.096185951,2,6.17606E-06,824,0.052908694,3215,0.2064338,2797712949,21660030
FRUITHURST WATER SYSTEM,110047771979,AL0000278,,AL,Cleburne,CWS,GW,570,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000278&sys=SDWIS,Cleburne,15046,14888,10559,0.701781204,1144,0.076033497,5552,0.372917786,1789,0.118902034,35,7.90257E-06,865,0.057490363,2888,0.191944703,1450666453,2352217
"FSI EVERGREEN ESTATES PROPERTY, LLC",110013750360,AL0001791,MONTGOMERY,AL,Montgomery,CWS,SWP,1584,0,No,No,0,1,0,1,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001791&sys=SDWIS,Montgomery,229072,221128,152516,0.665799399,154791,0.675730775,84370,0.381543721,18715,0.081699204,1370,3.56653E-07,15414,0.067288887,34669,0.151345429,2034059352,37703221
FSI GREEN PARK SOUTH PROPERTY LLC,110048296090,AL0001798,PELHAM,AL,Shelby,CWS,GWP,966,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001798&sys=SDWIS,Shelby,220780,217555,151072,0.684264879,51915,0.235143582,39897,0.183388109,9632,0.04362714,1011,1.97605E-07,12163,0.055091041,34335,0.155516804,2034279163,62288764
FT MITCHELL WATER SYSTEM,110012985396,AL0001137,,AL,Russell,CWS,GW,13509,0,No,No,0,4,0,3,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001137&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
FULTON (UTILITIES BOARD OF THE TOWN OF),110012972211,AL0000254,FULTON,AL,Clarke,CWS,GW,534,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000254&sys=SDWIS,Clarke,23346,22989,16269,0.696864559,11318,0.484793969,9926,0.431771717,2892,0.12387561,23,5.30607E-06,1435,0.061466632,4608,0.197378566,3207494086,36657889
G W WATTS ELEMENTARY SCHOOL,110051062489,AL0001401,,AL,Wilcox,NTNCWS,GW,183,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001401&sys=SDWIS,Wilcox,10686,10447,7154,0.669474078,7830,0.732734419,5789,0.554130372,1485,0.138966873,18,1.30046E-05,682,0.063821823,2116,0.198016096,2299540559,50592191
G. K. FOUNTAIN CORRECTIONAL CENTER,110015853227,AL0000560,,AL,Escambia,CWS,GW,1300,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000560&sys=SDWIS,Escambia,36879,33973,25716,0.697307411,14769,0.400471813,16488,0.485326583,4697,0.127362456,71,3.45352E-06,2112,0.057268364,6623,0.179587299,2448595161,20024887
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,,1005=Arsenic,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1010=Barium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1015=Cadmium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1020=Chromium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1024=CYANIDE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1025=Fluoride,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1035=Mercury,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1036=Nickel,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1040=Nitrate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1041=Nitrite,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 1045=Selenium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,," 1074=Antimony, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,," 1075=Beryllium, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,," 1085=Thallium, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 2456=Total Haloacetic Acids (HAA5),,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,," 2920=CARBON, TOTAL",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GADSDEN WATER WORKS AND SEWER BOARD,110012973951,AL0000577,GADSDEN,AL,Etowah,CWS,SW,44637,7,No,No,5,12,9,5,, 2950=TTHM,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000577&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
GAME COCK RESTAURANT,110050963285,AL0000799,,AL,Lauderdale,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000799&sys=SDWIS,Lauderdale,93342,91443,64344,0.68933599,15105,0.161824259,30709,0.33582669,7275,0.077939191,363,8.34985E-07,4742,0.050802425,18475,0.19792805,1730150447,133604580
GANTT WATER SYSTEM,110013242963,AL0000364,GANTT,AL,Covington,CWS,GWP,801,12,No,No,1,1,1,3,,5000=Lead and Copper Rule,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000364&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
GARDEN CITY WATER DEPARTMENT,110012974451,AL0000404,GARDEN CITY,AL,Cullman,CWS,SWP,792,4,No,No,1,1,1,3,,2456=Total Haloacetic Acids (HAA5),,,https://echo.epa.gov/detailed-facility-report?fid=AL0000404&sys=SDWIS,Cullman,87129,86090,60563,0.695095778,7758,0.089040388,29755,0.34562667,9560,0.109722366,251,1.25931E-06,5290,0.060714573,15867,0.182109286,1902965973,52529944
GARDEN CITY WATER DEPARTMENT,110012974451,AL0000404,GARDEN CITY,AL,Cullman,CWS,SWP,792,4,No,No,1,1,1,3,, 2950=TTHM,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000404&sys=SDWIS,Cullman,87129,86090,60563,0.695095778,7758,0.089040388,29755,0.34562667,9560,0.109722366,251,1.25931E-06,5290,0.060714573,15867,0.182109286,1902965973,52529944
GASTON'S RIVER BLUFF RESORT,110051174340,AL0001370,,AL,Wilcox,TNCWS,GW,135,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001370&sys=SDWIS,Wilcox,10686,10447,7154,0.669474078,7830,0.732734419,5789,0.554130372,1485,0.138966873,18,1.30046E-05,682,0.063821823,2116,0.198016096,2299540559,50592191
GATES LODGE,110051188237,AL0001444,,AL,Pickens,TNCWS,GW,100,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001444&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
GAYLESVILLE WATER WORKS,110047628901,AL0000193,,AL,Cherokee,CWS,GW,216,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000193&sys=SDWIS,Cherokee,24975,24597,18436,0.738178178,2264,0.090650651,9611,0.390738708,3720,0.148948949,209,5.96392E-06,1089,0.043603604,5710,0.228628629,1433620850,120310807
GB BROWN TRAILER COURT,110050909442,AL0000194,CEDAR BLUFF,AL,Cherokee,TNCWS,GW,30,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000194&sys=SDWIS,Cherokee,24975,24597,18436,0.738178178,2264,0.090650651,9611,0.390738708,3720,0.148948949,209,5.96392E-06,1089,0.043603604,5710,0.228628629,1433620850,120310807
GEIGER HEADSTART CENTER,110050923738,AL0000992,,AL,Sumter,TNCWS,GW,130,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000992&sys=SDWIS,Sumter,12482,11650,7716,0.618170165,9382,0.751642365,6534,0.560858369,982,0.07867329,14,6.30294E-06,752,0.060246755,2344,0.187790418,2340898913,24634883
GEIGER WATER WORKS,110048411376,AL0001440,,AL,Sumter,CWS,GW,105,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001440&sys=SDWIS,Sumter,12482,11650,7716,0.618170165,9382,0.751642365,6534,0.560858369,982,0.07867329,14,6.30294E-06,752,0.060246755,2344,0.187790418,2340898913,24634883
GENERAL BATTERY CORP,110050948846,AL0000476,SELMONT,AL,Dallas,TNCWS,GW,170,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000476&sys=SDWIS,Dallas,39162,38572,26319,0.672054543,28628,0.731014759,19091,0.494944519,3709,0.094709157,38,2.41839E-06,2397,0.061207293,7161,0.18285583,2534919608,39124778
GENERAL LEE MARINA,110050961615,AL0001192,,AL,St. Clair,TNCWS,GW,200,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001192&sys=SDWIS,St. Clair,90412,88343,63434,0.701610406,13396,0.148166173,25004,0.283033178,8873,0.098139627,423,1.08547E-06,5103,0.056441623,15142,0.167477768,1635759714,56431801
GENEVA MOTEL,110051016011,AL0000646,GENEVA,AL,Geneva,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000646&sys=SDWIS,Geneva,26604,26318,18814,0.707186889,4912,0.18463389,11692,0.444258682,3294,0.123815968,58,4.65404E-06,1454,0.054653436,5318,0.199894753,1487908432,11567409
GENEVA WATER WORKS,110012979367,AL0000622,GENEVA,AL,Geneva,CWS,GW,8700,1,No,No,1,1,0,3,,8000=Revised Total Coliform Rule,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000622&sys=SDWIS,Geneva,26604,26318,18814,0.707186889,4912,0.18463389,11692,0.444258682,3294,0.123815968,58,4.65404E-06,1454,0.054653436,5318,0.199894753,1487908432,11567409
GEORGIA PACIFIC,110051017332,AL0000251,,AL,Clarke,NTNCWS,GW,63,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000251&sys=SDWIS,Clarke,23346,22989,16269,0.696864559,11318,0.484793969,9926,0.431771717,2892,0.12387561,23,5.30607E-06,1435,0.061466632,4608,0.197378566,3207494086,36657889
GEORGIA PACIFIC CORPORATION,110051008627,AL0001045,,AL,Monroe,NTNCWS,GW,347,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001045&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
GEORGIA-PACIFIC BREWTON LLC WATER SYSTEM,110041128703,AL0000531,BREWTON,AL,Escambia,NTNCWS,GW,450,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000531&sys=SDWIS,Escambia,36879,33973,25716,0.697307411,14769,0.400471813,16488,0.485326583,4697,0.127362456,71,3.45352E-06,2112,0.057268364,6623,0.179587299,2448595161,20024887
GEORGIA-PACIFIC VENEER MILL,110007917166,AL0000120,,AL,Bullock,TNCWS,GW,120,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000120&sys=SDWIS,Bullock,10386,9908,6877,0.662141344,8270,0.796264202,5451,0.550161486,1540,0.148276526,137,1.42766E-05,558,0.05372617,1682,0.161948777,1613083467,6030667
GEORGIANA WATER WORKS & SEWER BOARD,110013243178,AL0000123,GEORGIANA,AL,Butler,CWS,GW,2889,5,No,No,3,7,0,6,,2456=Total Haloacetic Acids (HAA5),,,https://echo.epa.gov/detailed-facility-report?fid=AL0000123&sys=SDWIS,Butler,19181,18870,13384,0.697773839,9414,0.490798186,7592,0.402331744,1932,0.100724675,0,5.25127E-06,1087,0.056670664,3992,0.208122621,2012002546,2701199
GEORGIANA WATER WORKS & SEWER BOARD,110013243178,AL0000123,GEORGIANA,AL,Butler,CWS,GW,2889,5,No,No,3,7,0,6,, 2950=TTHM,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000123&sys=SDWIS,Butler,19181,18870,13384,0.697773839,9414,0.490798186,7592,0.402331744,1932,0.100724675,0,5.25127E-06,1087,0.056670664,3992,0.208122621,2012002546,2701199
GILBERTOWN (UTILITIES BOARD OF TOWN OF),110012970357,AL0000237,GILBERTOWN,AL,Choctaw,CWS,GW,8157,4,No,No,1,5,0,1,,1040=Nitrate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000237&sys=SDWIS,Choctaw,12792,12603,9281,0.725531582,5571,0.435506567,5241,0.415853368,1802,0.140869293,0,1.10123E-05,700,0.054721701,2916,0.227954972,2365900081,19114321
GILLESPIE TRAILER PARK,110047683048,AL0000010,,AL,Autauga,CWS,GW,30,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000010&sys=SDWIS,Autauga,58239,57790,39614,0.680197119,15668,0.269029345,17782,0.307700294,4126,0.070845997,32,1.21647E-06,3318,0.056972132,8815,0.151359055,1539634184,25674812
GILLILANDS CHAPARRAL RESTAURANT,110050975968,AL0000507,,AL,DeKalb,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000507&sys=SDWIS,DeKalb,71554,70605,48286,0.674819018,14572,0.20365039,32922,0.466284257,10522,0.147049781,667,2.05509E-06,4209,0.058822707,12128,0.169494368,2012620262,4107136
